,match,bowling_team,BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB,match_id
718,Netherlands VS South Africa,South Africa,Logan van Beek,3,0,23,0,7.66,4,1,1,0,0,T20I # 1871
719,Netherlands VS South Africa,South Africa,Bas de Leede,3,0,25,2,8.33,4,1,0,1,2,T20I # 1871
720,Netherlands VS South Africa,South Africa,"17.3 to H Klaasen, that should be the game! Hear the Netherlands supporters, and watch their flag flutter at the ground. Klaasen finds deep midwicket, and South Africa are pushed further back. Shortish length on middle and off from de Leede, as Klaasen made room, and rode the bounce to try and pull. But there was the longer boundary, as he found the fielder. 120/719.5 to KA Maharaj, slashes to deep point! Maharaj hobbling back symbolises the whole of South Africa's pain: they have surrendered from a winning position. A good length ball just outside off, and hacked forcefully after making room. But all he could do was find the fielder, even if getting it all the way beyond would have hardly made a difference. 141/8See all photos","17.3 to H Klaasen, that should be the game! Hear the Netherlands supporters, and watch their flag flutter at the ground. Klaasen finds deep midwicket, and South Africa are pushed further back. Shortish length on middle and off from de Leede, as Klaasen made room, and rode the bounce to try and pull. But there was the longer boundary, as he found the fielder. 120/719.5 to KA Maharaj, slashes to deep point! Maharaj hobbling back symbolises the whole of South Africa's pain: they have surrendered from a winning position. A good length ball just outside off, and hacked forcefully after making room. But all he could do was find the fielder, even if getting it all the way beyond would have hardly made a difference. 141/8See all photos","17.3 to H Klaasen, that should be the game! Hear the Netherlands supporters, and watch their flag flutter at the ground. Klaasen finds deep midwicket, and South Africa are pushed further back. Shortish length on middle and off from de Leede, as Klaasen made room, and rode the bounce to try and pull. But there was the longer boundary, as he found the fielder. 120/719.5 to KA Maharaj, slashes to deep point! Maharaj hobbling back symbolises the whole of South Africa's pain: they have surrendered from a winning position. A good length ball just outside off, and hacked forcefully after making room. But all he could do was find the fielder, even if getting it all the way beyond would have hardly made a difference. 141/8See all photos","17.3 to H Klaasen, that should be the game! Hear the Netherlands supporters, and watch their flag flutter at the ground. Klaasen finds deep midwicket, and South Africa are pushed further back. Shortish length on middle and off from de Leede, as Klaasen made room, and rode the bounce to try and pull. But there was the longer boundary, as he found the fielder. 120/719.5 to KA Maharaj, slashes to deep point! Maharaj hobbling back symbolises the whole of South Africa's pain: they have surrendered from a winning position. A good length ball just outside off, and hacked forcefully after making room. But all he could do was find the fielder, even if getting it all the way beyond would have hardly made a difference. 141/8See all photos","17.3 to H Klaasen, that should be the game! Hear the Netherlands supporters, and watch their flag flutter at the ground. Klaasen finds deep midwicket, and South Africa are pushed further back. Shortish length on middle and off from de Leede, as Klaasen made room, and rode the bounce to try and pull. But there was the longer boundary, as he found the fielder. 120/719.5 to KA Maharaj, slashes to deep point! Maharaj hobbling back symbolises the whole of South Africa's pain: they have surrendered from a winning position. A good length ball just outside off, and hacked forcefully after making room. But all he could do was find the fielder, even if getting it all the way beyond would have hardly made a difference. 141/8See all photos","17.3 to H Klaasen, that should be the game! Hear the Netherlands supporters, and watch their flag flutter at the ground. Klaasen finds deep midwicket, and South Africa are pushed further back. Shortish length on middle and off from de Leede, as Klaasen made room, and rode the bounce to try and pull. But there was the longer boundary, as he found the fielder. 120/719.5 to KA Maharaj, slashes to deep point! Maharaj hobbling back symbolises the whole of South Africa's pain: they have surrendered from a winning position. A good length ball just outside off, and hacked forcefully after making room. But all he could do was find the fielder, even if getting it all the way beyond would have hardly made a difference. 141/8See all photos","17.3 to H Klaasen, that should be the game! Hear the Netherlands supporters, and watch their flag flutter at the ground. Klaasen finds deep midwicket, and South Africa are pushed further back. Shortish length on middle and off from de Leede, as Klaasen made room, and rode the bounce to try and pull. But there was the longer boundary, as he found the fielder. 120/719.5 to KA Maharaj, slashes to deep point! Maharaj hobbling back symbolises the whole of South Africa's pain: they have surrendered from a winning position. A good length ball just outside off, and hacked forcefully after making room. But all he could do was find the fielder, even if getting it all the way beyond would have hardly made a difference. 141/8See all photos","17.3 to H Klaasen, that should be the game! Hear the Netherlands supporters, and watch their flag flutter at the ground. Klaasen finds deep midwicket, and South Africa are pushed further back. Shortish length on middle and off from de Leede, as Klaasen made room, and rode the bounce to try and pull. But there was the longer boundary, as he found the fielder. 120/719.5 to KA Maharaj, slashes to deep point! Maharaj hobbling back symbolises the whole of South Africa's pain: they have surrendered from a winning position. A good length ball just outside off, and hacked forcefully after making room. But all he could do was find the fielder, even if getting it all the way beyond would have hardly made a difference. 141/8See all photos","17.3 to H Klaasen, that should be the game! Hear the Netherlands supporters, and watch their flag flutter at the ground. Klaasen finds deep midwicket, and South Africa are pushed further back. Shortish length on middle and off from de Leede, as Klaasen made room, and rode the bounce to try and pull. But there was the longer boundary, as he found the fielder. 120/719.5 to KA Maharaj, slashes to deep point! Maharaj hobbling back symbolises the whole of South Africa's pain: they have surrendered from a winning position. A good length ball just outside off, and hacked forcefully after making room. But all he could do was find the fielder, even if getting it all the way beyond would have hardly made a difference. 141/8See all photos","17.3 to H Klaasen, that should be the game! Hear the Netherlands supporters, and watch their flag flutter at the ground. Klaasen finds deep midwicket, and South Africa are pushed further back. Shortish length on middle and off from de Leede, as Klaasen made room, and rode the bounce to try and pull. But there was the longer boundary, as he found the fielder. 120/719.5 to KA Maharaj, slashes to deep point! Maharaj hobbling back symbolises the whole of South Africa's pain: they have surrendered from a winning position. A good length ball just outside off, and hacked forcefully after making room. But all he could do was find the fielder, even if getting it all the way beyond would have hardly made a difference. 141/8See all photos","17.3 to H Klaasen, that should be the game! Hear the Netherlands supporters, and watch their flag flutter at the ground. Klaasen finds deep midwicket, and South Africa are pushed further back. Shortish length on middle and off from de Leede, as Klaasen made room, and rode the bounce to try and pull. But there was the longer boundary, as he found the fielder. 120/719.5 to KA Maharaj, slashes to deep point! Maharaj hobbling back symbolises the whole of South Africa's pain: they have surrendered from a winning position. A good length ball just outside off, and hacked forcefully after making room. But all he could do was find the fielder, even if getting it all the way beyond would have hardly made a difference. 141/8See all photos",T20I # 1871
721,Bangladesh VS Pakistan,Bangladesh,Shaheen Shah Afridi,4,0,22,4,5.50,13,2,1,0,0,T20I # 1872
722,Bangladesh VS Pakistan,Bangladesh,"2.5 to Litton Das, Gone! Afridi gets Litton early, Adelaide Oval roars. Shortish and angling away, Litton was again on the front foot. Looks to slash it hard but hits it straight to Masood at shortish backward point. He does not miss and Pakistan celebrate. One of the dangers nipped in the bud.. 21/116.2 to Mosaddek Hossain, Yorker tails away and hits middle and off! Afridi's trademark celebration is out. Was a peach, seam-up, looked like a slower one to the naked eye but it was 134 clicks. Came in and tailed away late, pitched around middle and went away. Mosaddek tried to dab it with an open face and missed it. Al Muthu wonders if that was à la Wasim Akram to Allan Lamb - Is 1992 back?. 107/516.5 to Nurul Hasan, Skied off the outer-half, taken by deep point! Came down and stayed leg side to open up cover. Looked to loft it, got height. Deep point ran diagonally to the right and took it. Two in the over for the Shah!. 107/618.1 to Taskin Ahmed, Chipped straight to mid-off! Was full jus outside off, Taskin didn't check the drive not try to launch it. Ended up skewing it, Babar had to take a step or two back to take it comfortably around chest-height. Shaheen's falconing!. 109/7See all photos","2.5 to Litton Das, Gone! Afridi gets Litton early, Adelaide Oval roars. Shortish and angling away, Litton was again on the front foot. Looks to slash it hard but hits it straight to Masood at shortish backward point. He does not miss and Pakistan celebrate. One of the dangers nipped in the bud.. 21/116.2 to Mosaddek Hossain, Yorker tails away and hits middle and off! Afridi's trademark celebration is out. Was a peach, seam-up, looked like a slower one to the naked eye but it was 134 clicks. Came in and tailed away late, pitched around middle and went away. Mosaddek tried to dab it with an open face and missed it. Al Muthu wonders if that was à la Wasim Akram to Allan Lamb - Is 1992 back?. 107/516.5 to Nurul Hasan, Skied off the outer-half, taken by deep point! Came down and stayed leg side to open up cover. Looked to loft it, got height. Deep point ran diagonally to the right and took it. Two in the over for the Shah!. 107/618.1 to Taskin Ahmed, Chipped straight to mid-off! Was full jus outside off, Taskin didn't check the drive not try to launch it. Ended up skewing it, Babar had to take a step or two back to take it comfortably around chest-height. Shaheen's falconing!. 109/7See all photos","2.5 to Litton Das, Gone! Afridi gets Litton early, Adelaide Oval roars. Shortish and angling away, Litton was again on the front foot. Looks to slash it hard but hits it straight to Masood at shortish backward point. He does not miss and Pakistan celebrate. One of the dangers nipped in the bud.. 21/116.2 to Mosaddek Hossain, Yorker tails away and hits middle and off! Afridi's trademark celebration is out. Was a peach, seam-up, looked like a slower one to the naked eye but it was 134 clicks. Came in and tailed away late, pitched around middle and went away. Mosaddek tried to dab it with an open face and missed it. Al Muthu wonders if that was à la Wasim Akram to Allan Lamb - Is 1992 back?. 107/516.5 to Nurul Hasan, Skied off the outer-half, taken by deep point! Came down and stayed leg side to open up cover. Looked to loft it, got height. Deep point ran diagonally to the right and took it. Two in the over for the Shah!. 107/618.1 to Taskin Ahmed, Chipped straight to mid-off! Was full jus outside off, Taskin didn't check the drive not try to launch it. Ended up skewing it, Babar had to take a step or two back to take it comfortably around chest-height. Shaheen's falconing!. 109/7See all photos","2.5 to Litton Das, Gone! Afridi gets Litton early, Adelaide Oval roars. Shortish and angling away, Litton was again on the front foot. Looks to slash it hard but hits it straight to Masood at shortish backward point. He does not miss and Pakistan celebrate. One of the dangers nipped in the bud.. 21/116.2 to Mosaddek Hossain, Yorker tails away and hits middle and off! Afridi's trademark celebration is out. Was a peach, seam-up, looked like a slower one to the naked eye but it was 134 clicks. Came in and tailed away late, pitched around middle and went away. Mosaddek tried to dab it with an open face and missed it. Al Muthu wonders if that was à la Wasim Akram to Allan Lamb - Is 1992 back?. 107/516.5 to Nurul Hasan, Skied off the outer-half, taken by deep point! Came down and stayed leg side to open up cover. Looked to loft it, got height. Deep point ran diagonally to the right and took it. Two in the over for the Shah!. 107/618.1 to Taskin Ahmed, Chipped straight to mid-off! Was full jus outside off, Taskin didn't check the drive not try to launch it. Ended up skewing it, Babar had to take a step or two back to take it comfortably around chest-height. Shaheen's falconing!. 109/7See all photos","2.5 to Litton Das, Gone! Afridi gets Litton early, Adelaide Oval roars. Shortish and angling away, Litton was again on the front foot. Looks to slash it hard but hits it straight to Masood at shortish backward point. He does not miss and Pakistan celebrate. One of the dangers nipped in the bud.. 21/116.2 to Mosaddek Hossain, Yorker tails away and hits middle and off! Afridi's trademark celebration is out. Was a peach, seam-up, looked like a slower one to the naked eye but it was 134 clicks. Came in and tailed away late, pitched around middle and went away. Mosaddek tried to dab it with an open face and missed it. Al Muthu wonders if that was à la Wasim Akram to Allan Lamb - Is 1992 back?. 107/516.5 to Nurul Hasan, Skied off the outer-half, taken by deep point! Came down and stayed leg side to open up cover. Looked to loft it, got height. Deep point ran diagonally to the right and took it. Two in the over for the Shah!. 107/618.1 to Taskin Ahmed, Chipped straight to mid-off! Was full jus outside off, Taskin didn't check the drive not try to launch it. Ended up skewing it, Babar had to take a step or two back to take it comfortably around chest-height. Shaheen's falconing!. 109/7See all photos","2.5 to Litton Das, Gone! Afridi gets Litton early, Adelaide Oval roars. Shortish and angling away, Litton was again on the front foot. Looks to slash it hard but hits it straight to Masood at shortish backward point. He does not miss and Pakistan celebrate. One of the dangers nipped in the bud.. 21/116.2 to Mosaddek Hossain, Yorker tails away and hits middle and off! Afridi's trademark celebration is out. Was a peach, seam-up, looked like a slower one to the naked eye but it was 134 clicks. Came in and tailed away late, pitched around middle and went away. Mosaddek tried to dab it with an open face and missed it. Al Muthu wonders if that was à la Wasim Akram to Allan Lamb - Is 1992 back?. 107/516.5 to Nurul Hasan, Skied off the outer-half, taken by deep point! Came down and stayed leg side to open up cover. Looked to loft it, got height. Deep point ran diagonally to the right and took it. Two in the over for the Shah!. 107/618.1 to Taskin Ahmed, Chipped straight to mid-off! Was full jus outside off, Taskin didn't check the drive not try to launch it. Ended up skewing it, Babar had to take a step or two back to take it comfortably around chest-height. Shaheen's falconing!. 109/7See all photos","2.5 to Litton Das, Gone! Afridi gets Litton early, Adelaide Oval roars. Shortish and angling away, Litton was again on the front foot. Looks to slash it hard but hits it straight to Masood at shortish backward point. He does not miss and Pakistan celebrate. One of the dangers nipped in the bud.. 21/116.2 to Mosaddek Hossain, Yorker tails away and hits middle and off! Afridi's trademark celebration is out. Was a peach, seam-up, looked like a slower one to the naked eye but it was 134 clicks. Came in and tailed away late, pitched around middle and went away. Mosaddek tried to dab it with an open face and missed it. Al Muthu wonders if that was à la Wasim Akram to Allan Lamb - Is 1992 back?. 107/516.5 to Nurul Hasan, Skied off the outer-half, taken by deep point! Came down and stayed leg side to open up cover. Looked to loft it, got height. Deep point ran diagonally to the right and took it. Two in the over for the Shah!. 107/618.1 to Taskin Ahmed, Chipped straight to mid-off! Was full jus outside off, Taskin didn't check the drive not try to launch it. Ended up skewing it, Babar had to take a step or two back to take it comfortably around chest-height. Shaheen's falconing!. 109/7See all photos","2.5 to Litton Das, Gone! Afridi gets Litton early, Adelaide Oval roars. Shortish and angling away, Litton was again on the front foot. Looks to slash it hard but hits it straight to Masood at shortish backward point. He does not miss and Pakistan celebrate. One of the dangers nipped in the bud.. 21/116.2 to Mosaddek Hossain, Yorker tails away and hits middle and off! Afridi's trademark celebration is out. Was a peach, seam-up, looked like a slower one to the naked eye but it was 134 clicks. Came in and tailed away late, pitched around middle and went away. Mosaddek tried to dab it with an open face and missed it. Al Muthu wonders if that was à la Wasim Akram to Allan Lamb - Is 1992 back?. 107/516.5 to Nurul Hasan, Skied off the outer-half, taken by deep point! Came down and stayed leg side to open up cover. Looked to loft it, got height. Deep point ran diagonally to the right and took it. Two in the over for the Shah!. 107/618.1 to Taskin Ahmed, Chipped straight to mid-off! Was full jus outside off, Taskin didn't check the drive not try to launch it. Ended up skewing it, Babar had to take a step or two back to take it comfortably around chest-height. Shaheen's falconing!. 109/7See all photos","2.5 to Litton Das, Gone! Afridi gets Litton early, Adelaide Oval roars. Shortish and angling away, Litton was again on the front foot. Looks to slash it hard but hits it straight to Masood at shortish backward point. He does not miss and Pakistan celebrate. One of the dangers nipped in the bud.. 21/116.2 to Mosaddek Hossain, Yorker tails away and hits middle and off! Afridi's trademark celebration is out. Was a peach, seam-up, looked like a slower one to the naked eye but it was 134 clicks. Came in and tailed away late, pitched around middle and went away. Mosaddek tried to dab it with an open face and missed it. Al Muthu wonders if that was à la Wasim Akram to Allan Lamb - Is 1992 back?. 107/516.5 to Nurul Hasan, Skied off the outer-half, taken by deep point! Came down and stayed leg side to open up cover. Looked to loft it, got height. Deep point ran diagonally to the right and took it. Two in the over for the Shah!. 107/618.1 to Taskin Ahmed, Chipped straight to mid-off! Was full jus outside off, Taskin didn't check the drive not try to launch it. Ended up skewing it, Babar had to take a step or two back to take it comfortably around chest-height. Shaheen's falconing!. 109/7See all photos","2.5 to Litton Das, Gone! Afridi gets Litton early, Adelaide Oval roars. Shortish and angling away, Litton was again on the front foot. Looks to slash it hard but hits it straight to Masood at shortish backward point. He does not miss and Pakistan celebrate. One of the dangers nipped in the bud.. 21/116.2 to Mosaddek Hossain, Yorker tails away and hits middle and off! Afridi's trademark celebration is out. Was a peach, seam-up, looked like a slower one to the naked eye but it was 134 clicks. Came in and tailed away late, pitched around middle and went away. Mosaddek tried to dab it with an open face and missed it. Al Muthu wonders if that was à la Wasim Akram to Allan Lamb - Is 1992 back?. 107/516.5 to Nurul Hasan, Skied off the outer-half, taken by deep point! Came down and stayed leg side to open up cover. Looked to loft it, got height. Deep point ran diagonally to the right and took it. Two in the over for the Shah!. 107/618.1 to Taskin Ahmed, Chipped straight to mid-off! Was full jus outside off, Taskin didn't check the drive not try to launch it. Ended up skewing it, Babar had to take a step or two back to take it comfortably around chest-height. Shaheen's falconing!. 109/7See all photos","2.5 to Litton Das, Gone! Afridi gets Litton early, Adelaide Oval roars. Shortish and angling away, Litton was again on the front foot. Looks to slash it hard but hits it straight to Masood at shortish backward point. He does not miss and Pakistan celebrate. One of the dangers nipped in the bud.. 21/116.2 to Mosaddek Hossain, Yorker tails away and hits middle and off! Afridi's trademark celebration is out. Was a peach, seam-up, looked like a slower one to the naked eye but it was 134 clicks. Came in and tailed away late, pitched around middle and went away. Mosaddek tried to dab it with an open face and missed it. Al Muthu wonders if that was à la Wasim Akram to Allan Lamb - Is 1992 back?. 107/516.5 to Nurul Hasan, Skied off the outer-half, taken by deep point! Came down and stayed leg side to open up cover. Looked to loft it, got height. Deep point ran diagonally to the right and took it. Two in the over for the Shah!. 107/618.1 to Taskin Ahmed, Chipped straight to mid-off! Was full jus outside off, Taskin didn't check the drive not try to launch it. Ended up skewing it, Babar had to take a step or two back to take it comfortably around chest-height. Shaheen's falconing!. 109/7See all photos",T20I # 1872
723,Bangladesh VS Pakistan,Bangladesh,Naseem Shah,3,0,15,0,5.00,9,2,0,0,0,T20I # 1872
724,Bangladesh VS Pakistan,Bangladesh,Mohammad Wasim,2,0,19,0,9.50,5,1,1,1,0,T20I # 1872
725,Bangladesh VS Pakistan,Bangladesh,Haris Rauf,4,0,21,1,5.25,11,2,0,0,0,T20I # 1872
726,Bangladesh VS Pakistan,Bangladesh,"19.5 to Nasum Ahmed, Middles it this time but finds Wasim at deep-mid! Was full and on the legs, he whipped it. Hard lash and it went flat, got Wasim off-balance as he tried to grab it. Wiggled a bit but took it.. 126/8","19.5 to Nasum Ahmed, Middles it this time but finds Wasim at deep-mid! Was full and on the legs, he whipped it. Hard lash and it went flat, got Wasim off-balance as he tried to grab it. Wiggled a bit but took it.. 126/8","19.5 to Nasum Ahmed, Middles it this time but finds Wasim at deep-mid! Was full and on the legs, he whipped it. Hard lash and it went flat, got Wasim off-balance as he tried to grab it. Wiggled a bit but took it.. 126/8","19.5 to Nasum Ahmed, Middles it this time but finds Wasim at deep-mid! Was full and on the legs, he whipped it. Hard lash and it went flat, got Wasim off-balance as he tried to grab it. Wiggled a bit but took it.. 126/8","19.5 to Nasum Ahmed, Middles it this time but finds Wasim at deep-mid! Was full and on the legs, he whipped it. Hard lash and it went flat, got Wasim off-balance as he tried to grab it. Wiggled a bit but took it.. 126/8","19.5 to Nasum Ahmed, Middles it this time but finds Wasim at deep-mid! Was full and on the legs, he whipped it. Hard lash and it went flat, got Wasim off-balance as he tried to grab it. Wiggled a bit but took it.. 126/8","19.5 to Nasum Ahmed, Middles it this time but finds Wasim at deep-mid! Was full and on the legs, he whipped it. Hard lash and it went flat, got Wasim off-balance as he tried to grab it. Wiggled a bit but took it.. 126/8","19.5 to Nasum Ahmed, Middles it this time but finds Wasim at deep-mid! Was full and on the legs, he whipped it. Hard lash and it went flat, got Wasim off-balance as he tried to grab it. Wiggled a bit but took it.. 126/8","19.5 to Nasum Ahmed, Middles it this time but finds Wasim at deep-mid! Was full and on the legs, he whipped it. Hard lash and it went flat, got Wasim off-balance as he tried to grab it. Wiggled a bit but took it.. 126/8","19.5 to Nasum Ahmed, Middles it this time but finds Wasim at deep-mid! Was full and on the legs, he whipped it. Hard lash and it went flat, got Wasim off-balance as he tried to grab it. Wiggled a bit but took it.. 126/8","19.5 to Nasum Ahmed, Middles it this time but finds Wasim at deep-mid! Was full and on the legs, he whipped it. Hard lash and it went flat, got Wasim off-balance as he tried to grab it. Wiggled a bit but took it.. 126/8",T20I # 1872
727,Bangladesh VS Pakistan,Bangladesh,Shadab Khan,4,0,30,2,7.50,8,3,0,0,0,T20I # 1872
728,Bangladesh VS Pakistan,Bangladesh,"10.4 to Soumya Sarkar, Reverse swept in the air, taken at point! It was full and slow around off, Soumya Sarkar changed his stance early and looked to hit it hard. It was going just over Shan Masood's head, so he timed his jump and took it.. 73/210.5 to Shakib Al Hasan, Given LBW quite late, a bit of confusion with the running too. Bangladesh review. Slow, low full toss dipped and went past the flick. Shakib's front foot was planted and the back foot in the air as he tried to reach down and whip it. Ball's close to the bat but it's also close to the ground. Third umpire says 'no bat involved'. The impact's in line and ball's predicted to be hitting the stumps. Shakib's down over three metres. Still given! Shakib doesn't want to leave but has to! The bat was not hitting the ground, he was too far out. Folks are not sure in the Cricinfo bunker if that was the right call. Looked like a tiny tickle was there too. Eventually, it's two in two!. 73/3See all photos","10.4 to Soumya Sarkar, Reverse swept in the air, taken at point! It was full and slow around off, Soumya Sarkar changed his stance early and looked to hit it hard. It was going just over Shan Masood's head, so he timed his jump and took it.. 73/210.5 to Shakib Al Hasan, Given LBW quite late, a bit of confusion with the running too. Bangladesh review. Slow, low full toss dipped and went past the flick. Shakib's front foot was planted and the back foot in the air as he tried to reach down and whip it. Ball's close to the bat but it's also close to the ground. Third umpire says 'no bat involved'. The impact's in line and ball's predicted to be hitting the stumps. Shakib's down over three metres. Still given! Shakib doesn't want to leave but has to! The bat was not hitting the ground, he was too far out. Folks are not sure in the Cricinfo bunker if that was the right call. Looked like a tiny tickle was there too. Eventually, it's two in two!. 73/3See all photos","10.4 to Soumya Sarkar, Reverse swept in the air, taken at point! It was full and slow around off, Soumya Sarkar changed his stance early and looked to hit it hard. It was going just over Shan Masood's head, so he timed his jump and took it.. 73/210.5 to Shakib Al Hasan, Given LBW quite late, a bit of confusion with the running too. Bangladesh review. Slow, low full toss dipped and went past the flick. Shakib's front foot was planted and the back foot in the air as he tried to reach down and whip it. Ball's close to the bat but it's also close to the ground. Third umpire says 'no bat involved'. The impact's in line and ball's predicted to be hitting the stumps. Shakib's down over three metres. Still given! Shakib doesn't want to leave but has to! The bat was not hitting the ground, he was too far out. Folks are not sure in the Cricinfo bunker if that was the right call. Looked like a tiny tickle was there too. Eventually, it's two in two!. 73/3See all photos","10.4 to Soumya Sarkar, Reverse swept in the air, taken at point! It was full and slow around off, Soumya Sarkar changed his stance early and looked to hit it hard. It was going just over Shan Masood's head, so he timed his jump and took it.. 73/210.5 to Shakib Al Hasan, Given LBW quite late, a bit of confusion with the running too. Bangladesh review. Slow, low full toss dipped and went past the flick. Shakib's front foot was planted and the back foot in the air as he tried to reach down and whip it. Ball's close to the bat but it's also close to the ground. Third umpire says 'no bat involved'. The impact's in line and ball's predicted to be hitting the stumps. Shakib's down over three metres. Still given! Shakib doesn't want to leave but has to! The bat was not hitting the ground, he was too far out. Folks are not sure in the Cricinfo bunker if that was the right call. Looked like a tiny tickle was there too. Eventually, it's two in two!. 73/3See all photos","10.4 to Soumya Sarkar, Reverse swept in the air, taken at point! It was full and slow around off, Soumya Sarkar changed his stance early and looked to hit it hard. It was going just over Shan Masood's head, so he timed his jump and took it.. 73/210.5 to Shakib Al Hasan, Given LBW quite late, a bit of confusion with the running too. Bangladesh review. Slow, low full toss dipped and went past the flick. Shakib's front foot was planted and the back foot in the air as he tried to reach down and whip it. Ball's close to the bat but it's also close to the ground. Third umpire says 'no bat involved'. The impact's in line and ball's predicted to be hitting the stumps. Shakib's down over three metres. Still given! Shakib doesn't want to leave but has to! The bat was not hitting the ground, he was too far out. Folks are not sure in the Cricinfo bunker if that was the right call. Looked like a tiny tickle was there too. Eventually, it's two in two!. 73/3See all photos","10.4 to Soumya Sarkar, Reverse swept in the air, taken at point! It was full and slow around off, Soumya Sarkar changed his stance early and looked to hit it hard. It was going just over Shan Masood's head, so he timed his jump and took it.. 73/210.5 to Shakib Al Hasan, Given LBW quite late, a bit of confusion with the running too. Bangladesh review. Slow, low full toss dipped and went past the flick. Shakib's front foot was planted and the back foot in the air as he tried to reach down and whip it. Ball's close to the bat but it's also close to the ground. Third umpire says 'no bat involved'. The impact's in line and ball's predicted to be hitting the stumps. Shakib's down over three metres. Still given! Shakib doesn't want to leave but has to! The bat was not hitting the ground, he was too far out. Folks are not sure in the Cricinfo bunker if that was the right call. Looked like a tiny tickle was there too. Eventually, it's two in two!. 73/3See all photos","10.4 to Soumya Sarkar, Reverse swept in the air, taken at point! It was full and slow around off, Soumya Sarkar changed his stance early and looked to hit it hard. It was going just over Shan Masood's head, so he timed his jump and took it.. 73/210.5 to Shakib Al Hasan, Given LBW quite late, a bit of confusion with the running too. Bangladesh review. Slow, low full toss dipped and went past the flick. Shakib's front foot was planted and the back foot in the air as he tried to reach down and whip it. Ball's close to the bat but it's also close to the ground. Third umpire says 'no bat involved'. The impact's in line and ball's predicted to be hitting the stumps. Shakib's down over three metres. Still given! Shakib doesn't want to leave but has to! The bat was not hitting the ground, he was too far out. Folks are not sure in the Cricinfo bunker if that was the right call. Looked like a tiny tickle was there too. Eventually, it's two in two!. 73/3See all photos","10.4 to Soumya Sarkar, Reverse swept in the air, taken at point! It was full and slow around off, Soumya Sarkar changed his stance early and looked to hit it hard. It was going just over Shan Masood's head, so he timed his jump and took it.. 73/210.5 to Shakib Al Hasan, Given LBW quite late, a bit of confusion with the running too. Bangladesh review. Slow, low full toss dipped and went past the flick. Shakib's front foot was planted and the back foot in the air as he tried to reach down and whip it. Ball's close to the bat but it's also close to the ground. Third umpire says 'no bat involved'. The impact's in line and ball's predicted to be hitting the stumps. Shakib's down over three metres. Still given! Shakib doesn't want to leave but has to! The bat was not hitting the ground, he was too far out. Folks are not sure in the Cricinfo bunker if that was the right call. Looked like a tiny tickle was there too. Eventually, it's two in two!. 73/3See all photos","10.4 to Soumya Sarkar, Reverse swept in the air, taken at point! It was full and slow around off, Soumya Sarkar changed his stance early and looked to hit it hard. It was going just over Shan Masood's head, so he timed his jump and took it.. 73/210.5 to Shakib Al Hasan, Given LBW quite late, a bit of confusion with the running too. Bangladesh review. Slow, low full toss dipped and went past the flick. Shakib's front foot was planted and the back foot in the air as he tried to reach down and whip it. Ball's close to the bat but it's also close to the ground. Third umpire says 'no bat involved'. The impact's in line and ball's predicted to be hitting the stumps. Shakib's down over three metres. Still given! Shakib doesn't want to leave but has to! The bat was not hitting the ground, he was too far out. Folks are not sure in the Cricinfo bunker if that was the right call. Looked like a tiny tickle was there too. Eventually, it's two in two!. 73/3See all photos","10.4 to Soumya Sarkar, Reverse swept in the air, taken at point! It was full and slow around off, Soumya Sarkar changed his stance early and looked to hit it hard. It was going just over Shan Masood's head, so he timed his jump and took it.. 73/210.5 to Shakib Al Hasan, Given LBW quite late, a bit of confusion with the running too. Bangladesh review. Slow, low full toss dipped and went past the flick. Shakib's front foot was planted and the back foot in the air as he tried to reach down and whip it. Ball's close to the bat but it's also close to the ground. Third umpire says 'no bat involved'. The impact's in line and ball's predicted to be hitting the stumps. Shakib's down over three metres. Still given! Shakib doesn't want to leave but has to! The bat was not hitting the ground, he was too far out. Folks are not sure in the Cricinfo bunker if that was the right call. Looked like a tiny tickle was there too. Eventually, it's two in two!. 73/3See all photos","10.4 to Soumya Sarkar, Reverse swept in the air, taken at point! It was full and slow around off, Soumya Sarkar changed his stance early and looked to hit it hard. It was going just over Shan Masood's head, so he timed his jump and took it.. 73/210.5 to Shakib Al Hasan, Given LBW quite late, a bit of confusion with the running too. Bangladesh review. Slow, low full toss dipped and went past the flick. Shakib's front foot was planted and the back foot in the air as he tried to reach down and whip it. Ball's close to the bat but it's also close to the ground. Third umpire says 'no bat involved'. The impact's in line and ball's predicted to be hitting the stumps. Shakib's down over three metres. Still given! Shakib doesn't want to leave but has to! The bat was not hitting the ground, he was too far out. Folks are not sure in the Cricinfo bunker if that was the right call. Looked like a tiny tickle was there too. Eventually, it's two in two!. 73/3See all photos",T20I # 1872
729,Bangladesh VS Pakistan,Bangladesh,Iftikhar Ahmed,3,0,15,1,5.00,9,2,0,0,0,T20I # 1872
